bug_id,"product","component","assigned_to","bug_status","resolution","opendate","changeddate"
208110,"WebKit","Scrolling","webkit-unassigned","NEW"," ---","2020-02-23 12:58:24","2020-02-24 15:56:54"
208115,"WebKit","HTML Editing","webkit-unassigned","NEW"," ---","2020-02-23 15:02:10","2020-02-24 19:02:20"
208117,"WebKit","Tools / Tests","webkit-unassigned","NEW"," ---","2020-02-23 23:17:25","2020-02-23 23:20:23"
208118,"WebKit","Web Inspector","webkit-unassigned","NEW"," ---","2020-02-23 23:52:16","2020-02-23 23:52:27"
208119,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-23 23:53:33","2020-02-23 23:53:52"
208120,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-24 00:01:09","2020-02-24 00:01:09"
208121,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-24 00:22:55","2020-02-24 00:22:55"
208122,"WebKit","History","webkit-unassigned","NEW"," ---","2020-02-24 00:43:28","2020-02-24 14:54:27"
208123,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-24 00:47:16","2020-02-24 00:47:16"
208125,"WebKit","WebRTC","webkit-unassigned","NEW"," ---","2020-02-24 01:59:30","2020-02-24 01:59:30"
208126,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-24 02:02:41","2020-02-24 18:51:14"
208129,"WebKit","WebKitGTK","webkit-unassigned","NEW"," ---","2020-02-24 04:29:23","2020-02-24 07:58:31"
208130,"WebKit","WebRTC","webkit-unassigned","NEW"," ---","2020-02-24 05:25:10","2020-02-24 05:46:11"
208132,"WebKit","WebKitGTK","webkit-unassigned","NEW"," ---","2020-02-24 05:51:05","2020-02-24 12:41:49"
208134,"WebKit","WebRTC","webkit-unassigned","NEW"," ---","2020-02-24 07:31:44","2020-02-24 19:10:15"
208135,"WebKit","Layout and Rendering","webkit-unassigned","NEW"," ---","2020-02-24 07:43:54","2020-02-25 00:34:49"
208139,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-24 08:36:48","2020-02-24 08:36:48"
208142,"WebKit","Media","webkit-unassigned","NEW"," ---","2020-02-24 09:17:55","2020-02-24 19:09:53"
208150,"WebKit","DOM","webkit-unassigned","NEW"," ---","2020-02-24 12:26:08","2020-02-24 19:32:26"
208154,"WebKit","Canvas","webkit-unassigned","NEW"," ---","2020-02-24 13:25:02","2020-02-24 13:26:14"
208160,"WebKit","Scrolling","webkit-unassigned","NEW"," ---","2020-02-24 15:22:03","2020-02-24 15:27:41"
208161,"WebKit","Layout and Rendering","webkit-unassigned","NEW"," ---","2020-02-24 15:47:38","2020-02-24 15:48:03"
208165,"WebKit","WebKit2","webkit-unassigned","NEW"," ---","2020-02-24 16:16:08","2020-02-24 18:51:14"
208167,"WebKit","Service Workers","webkit-unassigned","NEW"," ---","2020-02-24 16:34:32","2020-02-24 18:48:11"
208171,"WebKit","Page Loading","webkit-unassigned","NEW"," ---","2020-02-24 17:38:35","2020-02-24 17:39:04"
208178,"WebKit","Scrolling","webkit-unassigned","NEW"," ---","2020-02-24 22:48:41","2020-02-24 22:48:41"
208179,"WebKit","Media","webkit-unassigned","NEW"," ---","2020-02-24 22:54:57","2020-02-25 00:22:26"
208180,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-25 00:01:46","2020-02-25 00:01:46"
208181,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-25 00:06:37","2020-02-25 00:06:37"
208182,"WebKit","New Bugs","webkit-unassigned","NEW"," ---","2020-02-25 00:08:45","2020-02-25 00:08:45"
207854,"WebKit","HTML Editing","wenson_hsieh","NEW"," ---","2020-02-17 12:45:24","2020-02-17 23:38:15"
207804,"WebKit","Service Workers","youennf","NEW"," ---","2020-02-14 19:28:31","2020-02-17 14:26:43"
208131,"WebKit","WebRTC","youennf","NEW"," ---","2020-02-24 05:39:31","2020-02-24 07:39:28"
208141,"WebKit","Service Workers","youennf","NEW"," ---","2020-02-24 08:55:17","2020-02-24 13:45:10"
164860,"WebKit","JavaScriptCore","ysuzuki","NEW"," ---","2016-11-17 01:18:38","2020-02-24 18:00:50"
207426,"WebKit","Web Template Framework","ysuzuki","NEW"," ---","2020-02-07 22:37:14","2020-02-19 19:22:14"
208174,"WebKit","Page Loading","ysuzuki","NEW"," ---","2020-02-24 19:36:21","2020-02-25 00:28:33"
206993,"WebKit","Tools / Tests","zalan","NEW"," ---","2020-01-30 04:58:50","2020-02-23 05:32:37"
207886,"WebKit","WebKitGTK","webkit-unassigned","NEW"," ---","2020-02-18 04:26:27","2020-02-18 04:26:27"
201934,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2019-09-18 12:09:59","2020-02-19 07:41:55"
201939,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2019-09-18 12:35:59","2020-02-20 07:42:40"
206532,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2020-01-21 07:38:32","2020-02-19 07:41:55"
206535,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2020-01-21 08:24:17","2020-02-19 07:41:55"
207918,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2020-02-18 15:26:01","2020-02-19 08:42:59"
207935,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2020-02-19 07:38:10","2020-02-19 07:41:55"
208003,"WebKit","Tools / Tests","aakash_jain","ASSIGNED"," ---","2020-02-20 07:02:50","2020-02-20 13:05:46"
191558,"WebKit","Layout and Rendering","ajuma","ASSIGNED"," ---","2018-11-12 12:56:32","2020-02-21 05:58:20"
207785,"WebKit","Tools / Tests","ap","ASSIGNED"," ---","2020-02-14 13:15:26","2020-02-16 17:55:16"
206910,"WebKit","WebKit2","cdumez","ASSIGNED"," ---","2020-01-28 14:45:43","2020-02-20 09:53:47"
208166,"WebKit","WebKit2","cdumez","ASSIGNED"," ---","2020-02-24 16:19:12","2020-02-24 17:10:05"
208177,"WebKit","HTML Editing","darin","ASSIGNED"," ---","2020-02-24 22:42:51","2020-02-24 23:27:03"
208082,"WebKit","WebKit Misc.","dbates","ASSIGNED"," ---","2020-02-21 16:45:10","2020-02-21 16:46:44"
205085,"WebKit","CMake","don.olmstead","ASSIGNED"," ---","2019-12-10 14:26:39","2020-02-19 15:56:14"
208080,"WebKit","Media","eric.carlson","ASSIGNED"," ---","2020-02-21 16:34:23","2020-02-22 10:39:15"
208047,"WebKit","WebCore Misc.","fred.wang","ASSIGNED"," ---","2020-02-21 03:57:36","2020-02-24 23:41:17"
172026,"WebKit","CSS","jh718.park","ASSIGNED"," ---","2017-05-12 02:39:14","2020-02-16 04:41:40"
198375,"WebKit","Layout and Rendering","jh718.park","ASSIGNED"," ---","2019-05-30 08:19:37","2020-02-17 03:53:34"
205734,"WebKit","WebGL","kbr","ASSIGNED"," ---","2020-01-03 10:58:58","2020-02-22 17:25:59"
207857,"WebKit","WebGL","kbr","ASSIGNED"," ---","2020-02-17 13:35:55","2020-02-22 17:25:59"
204457,"WebKit","JavaScriptCore","mark.lam","ASSIGNED"," ---","2019-11-21 09:47:47","2020-02-18 03:10:59"
207968,"WebKit","Web Inspector","nvasilyev","ASSIGNED"," ---","2020-02-19 15:05:18","2020-02-19 19:25:35"
208025,"WebKit","Web Inspector","nvasilyev","ASSIGNED"," ---","2020-02-20 12:51:46","2020-02-20 13:11:36"
208028,"WebKit","Web Inspector","nvasilyev","ASSIGNED"," ---","2020-02-20 13:15:39","2020-02-20 13:19:33"
208163,"WebKit","Web Inspector","nvasilyev","ASSIGNED"," ---","2020-02-24 16:10:25","2020-02-24 16:36:49"
206182,"WebKit","JavaScriptCore","rmorisset","ASSIGNED"," ---","2020-01-13 10:56:48","2020-02-21 20:03:20"
101609,"WebKit","Layout and Rendering","simon.fraser","ASSIGNED"," ---","2012-11-08 08:15:54","2020-02-18 15:07:34"
207826,"WebKit","Scrolling","simon.fraser","ASSIGNED"," ---","2020-02-15 21:03:42","2020-02-17 14:37:11"
206934,"WebKit","New Bugs","cdumez","REOPENED"," ---","2020-01-29 08:07:39","2020-02-21 13:37:26"
207908,"WebKit","WebKit2","cdumez","REOPENED"," ---","2020-02-18 13:17:32","2020-02-20 12:01:29"
197684,"WebKit","WebKit2","chris.reid","REOPENED"," ---","2019-05-07 21:07:48","2020-02-25 00:49:03"
207895,"WebKit","Tools / Tests","commit-queue","REOPENED"," ---","2020-02-18 09:06:55","2020-02-18 15:10:50"
207529,"WebKit","WPE WebKit","lmoura","REOPENED"," ---","2020-02-10 19:27:10","2020-02-17 00:56:11"
207155,"WebKit","New Bugs","sam","REOPENED"," ---","2020-02-03 15:16:52","2020-02-21 18:45:32"
202874,"WebKit","New Bugs","sihui_liu","REOPENED"," ---","2019-10-11 19:10:30","2020-02-24 14:19:34"
132126,"WebKit","Tools / Tests","webkit-unassigned","REOPENED"," ---","2014-04-24 08:18:39","2020-02-19 14:24:56"
140201,"WebKit","WebKit2","webkit-unassigned","REOPENED"," ---","2015-01-07 13:51:09","2020-02-19 00:19:21"
176282,"WebKit","WebRTC","webkit-unassigned","REOPENED"," ---","2017-09-02 13:23:00","2020-02-18 01:53:08"
206565,"WebKit","Bindings","webkit-unassigned","REOPENED"," ---","2020-01-21 18:10:36","2020-02-16 20:18:21"
176896,"WebKit","Layout and Rendering","simon.fraser","RESOLVED","FIXED","2017-09-14 04:59:33","2020-02-24 09:31:20"
201927,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2019-09-18 11:48:30","2020-02-19 07:41:55"
203829,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2019-11-04 15:16:07","2020-02-19 10:39:54"
203858,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2019-11-05 11:27:53","2020-02-20 08:06:56"
206534,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-01-21 08:21:12","2020-02-19 07:41:55"
206536,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-01-21 08:29:47","2020-02-19 07:41:55"
207387,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-07 09:28:03","2020-02-19 07:41:55"
207492,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-10 12:12:25","2020-02-19 07:41:55"
207556,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-11 09:10:26","2020-02-17 08:50:18"
207845,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-17 10:08:28","2020-02-19 07:39:14"
208021,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-20 11:22:10","2020-02-21 10:25:14"
208031,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-20 13:54:48","2020-02-20 14:14:14"
208064,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-21 10:36:00","2020-02-21 13:13:15"
208138,"WebKit","Tools / Tests","aakash_jain","RESOLVED","FIXED","2020-02-24 08:33:01","2020-02-24 16:56:14"
208001,"WebKit","WebKitGTK","aboya","RESOLVED","FIXED","2020-02-20 04:34:40","2020-02-21 04:31:42"
196161,"WebKit","New Bugs","achristensen","RESOLVED","FIXED","2019-03-22 15:11:43","2020-02-19 01:38:50"
199817,"WebKit","New Bugs","achristensen","RESOLVED","FIXED","2019-07-15 17:31:30","2020-02-19 13:41:20"
205224,"WebKit","WebKit Misc.","achristensen","RESOLVED","FIXED","2019-12-13 16:07:20","2020-02-24 11:18:17"
205751,"WebKit","New Bugs","achristensen","RESOLVED","FIXED","2020-01-03 14:46:15","2020-02-18 11:55:52"
207856,"WebKit","New Bugs","achristensen","RESOLVED","FIXED","2020-02-17 13:34:43","2020-02-17 15:00:13"
207912,"WebKit","New Bugs","achristensen","RESOLVED","FIXED","2020-02-18 15:00:03","2020-02-18 15:49:20"
159475,"WebKit","WebKit Misc.","ajuma","RESOLVED","FIXED","2016-07-06 10:24:10","2020-02-21 07:03:00"
207958,"WebKit","New Bugs","andresg_22","RESOLVED","FIXED","2020-02-19 13:24:39","2020-02-20 06:07:18"
208074,"WebKit","New Bugs","andresg_22","RESOLVED","FIXED","2020-02-21 13:51:50","2020-02-23 16:55:15"
208133,"WebKit","New Bugs","andresg_22","RESOLVED","FIXED","2020-02-24 06:23:30","2020-02-24 07:49:12"
208153,"WebKit","New Bugs","andresg_22","RESOLVED","FIXED","2020-02-24 13:06:56","2020-02-24 14:20:17"
207757,"WebKit","Tools / Tests","aperez","RESOLVED","FIXED","2020-02-14 04:44:38","2020-02-16 16:52:56"
208111,"WebKit","Tools / Tests","aperez","RESOLVED","FIXED","2020-02-23 13:55:39","2020-02-23 16:32:15"
207974,"WebKit","WebDriver","bburg","RESOLVED","FIXED","2020-02-19 16:40:38","2020-02-19 22:11:38"
205239,"WebKit","WebCore Misc.","beidson","RESOLVED","FIXED","2019-12-14 14:06:53","2020-02-19 00:18:50"
207427,"WebKit","WebKit API","beidson","RESOLVED","FIXED","2020-02-08 10:26:12","2020-02-17 11:39:17"
207719,"WebKit","WebKit2","bfulgham","RESOLVED","FIXED","2020-02-13 13:59:12","2020-02-18 15:49:58"
207743,"WebKit","WebKit2","bfulgham","RESOLVED","FIXED","2020-02-13 21:25:43","2020-02-17 12:33:30"
207850,"WebKit","Tools / Tests","bfulgham","RESOLVED","FIXED","2020-02-17 12:14:37","2020-02-17 14:54:32"
207917,"WebKit","WebKit Misc.","bfulgham","RESOLVED","FIXED","2020-02-18 15:14:11","2020-02-19 10:36:51"
208073,"WebKit","WebKit2","bfulgham","RESOLVED","FIXED","2020-02-21 13:25:14","2020-02-21 14:25:24"
201641,"WebKit","Images","cathiechen","RESOLVED","FIXED","2019-09-10 06:36:38","2020-02-22 12:16:18"
207880,"WebKit","Images","cathiechen","RESOLVED","FIXED","2020-02-17 22:29:30","2020-02-19 01:25:41"
195954,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2019-03-19 10:48:40","2020-02-18 12:52:35"
207189,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-04 01:48:58","2020-02-20 10:31:36"
207593,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-11 15:46:06","2020-02-24 16:23:01"
207698,"WebKit","Page Loading","cdumez","RESOLVED","FIXED","2020-02-13 08:49:10","2020-02-17 19:12:50"
207868,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-17 16:26:19","2020-02-18 09:00:17"
207905,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-18 12:52:35","2020-02-18 16:22:52"
207909,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-18 13:41:30","2020-02-18 16:14:06"
207949,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-19 10:02:00","2020-02-19 12:01:57"
207959,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-19 13:41:20","2020-02-19 15:34:03"
207967,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-19 15:01:07","2020-02-20 12:27:36"
208015,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-20 10:31:36","2020-02-20 12:06:24"
208029,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-20 13:17:05","2020-02-21 13:19:21"
208057,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-21 08:12:17","2020-02-22 03:18:46"
208058,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-21 08:17:31","2020-02-21 10:18:57"
208145,"WebKit","CSS","cdumez","RESOLVED","FIXED","2020-02-24 10:46:01","2020-02-24 12:29:16"
208152,"WebKit","WebKit2","cdumez","RESOLVED","FIXED","2020-02-24 12:33:25","2020-02-24 14:08:36"
202789,"WebKit","WebKitGTK","clopez","RESOLVED","FIXED","2019-10-10 03:12:29","2020-02-17 10:41:49"
207644,"WebKit","Tools / Tests","clopez","RESOLVED","FIXED","2020-02-12 10:30:59","2020-02-17 07:32:03"
207900,"WebKit","Forms","clopez","RESOLVED","FIXED","2020-02-18 10:52:09","2020-02-21 03:23:21"
208007,"WebKit","CMake","clopez","RESOLVED","FIXED","2020-02-20 08:48:27","2020-02-20 09:40:26"
207885,"WebKit","Images","clord","RESOLVED","FIXED","2020-02-18 03:56:34","2020-02-18 08:40:52"
207807,"WebKit","New Bugs","commit-queue","RESOLVED","FIXED","2020-02-14 22:46:45","2020-02-16 01:14:03"
207996,"WebKit","New Bugs","commit-queue","RESOLVED","FIXED","2020-02-19 22:21:06","2020-02-19 22:25:12"
208019,"WebKit","Tools / Tests","commit-queue","RESOLVED","FIXED","2020-02-20 11:16:41","2020-02-24 07:32:28"
208024,"WebKit","New Bugs","commit-queue","RESOLVED","FIXED","2020-02-20 12:01:27","2020-02-20 12:57:13"
207816,"WebKit","WebCore Misc.","darin","RESOLVED","FIXED","2020-02-15 15:37:05","2020-02-23 13:42:16"
208092,"WebKit","WebCore Misc.","darin","RESOLVED","FIXED","2020-02-22 08:44:24","2020-02-22 21:21:50"
208097,"WebKit","DOM","darin","RESOLVED","FIXED","2020-02-22 17:03:53","2020-02-24 16:48:49"
208098,"WebKit","DOM","darin","RESOLVED","FIXED","2020-02-22 21:17:44","2020-02-23 14:46:27"
208099,"WebKit","WebKit Misc.","darin","RESOLVED","FIXED","2020-02-22 21:29:28","2020-02-23 14:46:17"
208100,"WebKit","DOM","darin","RESOLVED","FIXED","2020-02-22 22:06:54","2020-02-23 14:45:58"
208102,"WebKit","DOM","darin","RESOLVED","FIXED","2020-02-22 23:26:11","2020-02-23 14:45:45"
208114,"WebKit","Media","darin","RESOLVED","FIXED","2020-02-23 14:55:18","2020-02-24 23:26:16"
207865,"WebKit","WebKit Misc.","dbates","RESOLVED","FIXED","2020-02-17 15:19:26","2020-02-18 09:12:17"
207866,"WebKit","WebCore Misc.","dbates","RESOLVED","FIXED","2020-02-17 15:31:28","2020-02-19 20:28:40"
207955,"WebKit","WebKit Misc.","dbates","RESOLVED","FIXED","2020-02-19 13:12:10","2020-02-19 14:02:16"
207960,"WebKit","WebCore Misc.","dbates","RESOLVED","FIXED","2020-02-19 13:45:35","2020-02-21 10:03:17"
205483,"WebKit","New Bugs","dino","RESOLVED","FIXED","2019-12-19 17:27:56","2020-02-20 11:35:08"
207872,"WebKit","WebGL","dino","RESOLVED","FIXED","2020-02-17 17:51:34","2020-02-18 09:46:17"
199454,"WebKit","Tools / Tests","don.olmstead","RESOLVED","FIXED","2019-07-03 10:02:33","2020-02-16 05:00:59"
205166,"WebKit","CMake","don.olmstead","RESOLVED","FIXED","2019-12-12 09:11:18","2020-02-17 07:37:46"
207970,"WebKit","CMake","don.olmstead","RESOLVED","FIXED","2020-02-19 15:30:31","2020-02-20 06:28:43"
207982,"WebKit","CMake","don.olmstead","RESOLVED","FIXED","2020-02-19 18:20:14","2020-02-20 07:00:38"
207947,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-19 09:35:42","2020-02-19 19:26:14"
207988,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-19 20:32:12","2020-02-20 01:37:17"
208051,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-21 06:31:52","2020-02-22 05:27:47"
208103,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-23 02:11:40","2020-02-23 04:21:14"
208105,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-23 03:50:57","2020-02-23 09:45:16"
208124,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-24 01:10:33","2020-02-24 03:44:17"
208128,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-24 02:50:29","2020-02-24 09:08:13"
208140,"WebKit","New Bugs","dpino","RESOLVED","FIXED","2020-02-24 08:40:12","2020-02-24 15:16:15"
207489,"WebKit","WebRTC","eric.carlson","RESOLVED","FIXED","2020-02-10 11:47:58","2020-02-19 15:58:53"
207904,"WebKit","Media","eric.carlson","RESOLVED","FIXED","2020-02-18 12:51:48","2020-02-20 19:35:57"
208053,"WebKit","WebCore Misc.","fred.wang","RESOLVED","FIXED","2020-02-21 07:03:00","2020-02-21 09:07:17"
207760,"WebKit","Animations","graouts","RESOLVED","FIXED","2020-02-14 07:13:01","2020-02-24 02:49:54"
207979,"WebKit","Animations","graouts","RESOLVED","FIXED","2020-02-19 17:29:19","2020-02-24 08:05:15"
207380,"WebKit","Tools / Tests","Hironori.Fujii","RESOLVED","FIXED","2020-02-07 03:58:06","2020-02-20 19:06:14"
207746,"WebKit","Web Template Framework","Hironori.Fujii","RESOLVED","FIXED","2020-02-13 21:53:29","2020-02-16 18:52:13"
207749,"WebKit","Tools / Tests","Hironori.Fujii","RESOLVED","FIXED","2020-02-14 00:05:26","2020-02-19 18:11:16"
207883,"WebKit","Tools / Tests","Hironori.Fujii","RESOLVED","FIXED","2020-02-18 01:23:45","2020-02-18 16:50:15"
207999,"WebKit","Tools / Tests","Hironori.Fujii","RESOLVED","FIXED","2020-02-20 03:02:31","2020-02-20 15:13:18"
207646,"WebKit","Tools / Tests","jbedard","RESOLVED","FIXED","2020-02-12 10:43:43","2020-02-24 10:57:37"
207910,"WebKit","Tools / Tests","jbedard","RESOLVED","FIXED","2020-02-18 14:05:44","2020-02-20 07:27:52"
208068,"WebKit","Tools / Tests","jbedard","RESOLVED","FIXED","2020-02-21 11:42:08","2020-02-21 13:42:38"
205610,"WebKit","New Bugs","jdarpinian","RESOLVED","FIXED","2019-12-27 16:45:00","2020-02-17 12:09:17"
191516,"WebKit","WebCore Misc.","jiewen_tan","RESOLVED","FIXED","2018-11-11 17:04:07","2020-02-16 22:56:52"
207985,"WebKit","WebKit Misc.","jiewen_tan","RESOLVED","FIXED","2020-02-19 19:42:05","2020-02-20 14:07:13"
207684,"WebKit","Accessibility","jlewis3","RESOLVED","FIXED","2020-02-12 23:15:12","2020-02-21 10:08:23"
207587,"WebKit","Web Inspector","jond","RESOLVED","FIXED","2020-02-11 14:40:55","2020-02-17 14:41:19"
207980,"WebKit","Web Inspector","jond","RESOLVED","FIXED","2020-02-19 17:50:55","2020-02-19 22:20:16"
208078,"WebKit","New Bugs","justin_fan","RESOLVED","FIXED","2020-02-21 16:18:00","2020-02-24 16:49:12"
207269,"WebKit","WebCore Misc.","katherine_cheney","RESOLVED","FIXED","2020-02-05 08:27:12","2020-02-19 23:18:21"
207523,"WebKit","WebKit Misc.","katherine_cheney","RESOLVED","FIXED","2020-02-10 17:08:55","2020-02-19 09:11:10"
207840,"WebKit","WebKit Misc.","katherine_cheney","RESOLVED","FIXED","2020-02-17 08:29:47","2020-02-18 10:09:20"
207936,"WebKit","WebKit Misc.","katherine_cheney","RESOLVED","FIXED","2020-02-19 08:05:55","2020-02-19 12:22:07"
207944,"WebKit","New Bugs","katherine_cheney","RESOLVED","FIXED","2020-02-19 09:08:22","2020-02-20 15:45:34"
208026,"WebKit","WebKit Misc.","katherine_cheney","RESOLVED","FIXED","2020-02-20 12:54:27","2020-02-21 19:44:15"
202836,"WebKit","WebGL","kbr","RESOLVED","FIXED","2019-10-10 17:51:39","2020-02-18 16:48:08"
207898,"WebKit","New Bugs","keith_miller","RESOLVED","FIXED","2020-02-18 10:51:16","2020-02-18 21:38:19"
207952,"WebKit","New Bugs","keith_miller","RESOLVED","FIXED","2020-02-19 11:04:01","2020-02-19 13:24:15"
208151,"WebKit","New Bugs","keith_miller","RESOLVED","FIXED","2020-02-24 12:28:07","2020-02-24 15:52:22"
207931,"WebKit","Layout and Rendering","koivisto","RESOLVED","FIXED","2020-02-19 02:25:01","2020-02-20 11:43:01"
207831,"WebKit","New Bugs","lmoura","RESOLVED","FIXED","2020-02-16 19:51:07","2020-02-16 20:36:13"
207925,"WebKit","New Bugs","lmoura","RESOLVED","FIXED","2020-02-18 19:41:22","2020-02-18 20:08:03"
207928,"WebKit","New Bugs","lmoura","RESOLVED","FIXED","2020-02-18 20:45:28","2020-02-18 21:21:14"
207965,"WebKit","New Bugs","lmoura","RESOLVED","FIXED","2020-02-19 14:36:23","2020-02-19 15:26:14"
208041,"WebKit","New Bugs","lmoura","RESOLVED","FIXED","2020-02-20 20:03:01","2020-02-21 04:39:16"
207871,"WebKit","JavaScriptCore","mark.lam","RESOLVED","FIXED","2020-02-17 16:45:27","2020-02-17 17:10:01"
207972,"WebKit","JavaScriptCore","mark.lam","RESOLVED","FIXED","2020-02-19 15:40:49","2020-02-21 08:21:57"
206506,"WebKit","WebKitGTK","mcatanzaro","RESOLVED","FIXED","2020-01-20 09:44:53","2020-02-20 23:44:14"
207984,"WebKit","WebKitGTK","mcatanzaro","RESOLVED","FIXED","2020-02-19 19:12:01","2020-02-21 09:22:44"
207789,"WebKit","New Bugs","megan_gardner","RESOLVED","FIXED","2020-02-14 13:54:33","2020-02-19 08:58:16"
207860,"WebKit","New Bugs","megan_gardner","RESOLVED","FIXED","2020-02-17 14:16:06","2020-02-17 16:50:47"
207963,"WebKit","New Bugs","megan_gardner","RESOLVED","FIXED","2020-02-19 14:30:20","2020-02-20 15:16:36"
207989,"WebKit","New Bugs","mjs","RESOLVED","FIXED","2020-02-19 20:35:36","2020-02-19 21:37:13"
207598,"WebKit","Page Loading","nham","RESOLVED","FIXED","2020-02-11 16:14:37","2020-02-19 18:29:30"
207777,"WebKit","Page Loading","nham","RESOLVED","FIXED","2020-02-14 10:06:58","2020-02-19 16:27:27"
207964,"WebKit","Page Loading","nham","RESOLVED","FIXED","2020-02-19 14:30:25","2020-02-19 17:12:33"
207819,"WebKit","Web Inspector","nvasilyev","RESOLVED","FIXED","2020-02-15 17:37:33","2020-02-17 16:26:57"
207852,"WebKit","CSS","obrufau","RESOLVED","FIXED","2020-02-17 12:24:47","2020-02-18 06:48:15"
206132,"WebKit","Media","peng.liu6","RESOLVED","FIXED","2020-01-11 11:45:44","2020-02-21 11:43:03"
207622,"WebKit","Media","peng.liu6","RESOLVED","FIXED","2020-02-12 03:42:05","2020-02-18 14:52:45"
207800,"WebKit","Media","peng.liu6","RESOLVED","FIXED","2020-02-14 16:43:03","2020-02-16 20:31:30"
207834,"WebKit","Media","peng.liu6","RESOLVED","FIXED","2020-02-16 22:43:51","2020-02-19 16:57:33"
207404,"WebKit","WebKit2","pfeldman","RESOLVED","FIXED","2020-02-07 13:55:29","2020-02-19 16:40:59"
207752,"WebKit","New Bugs","pmatos","RESOLVED","FIXED","2020-02-14 02:30:11","2020-02-18 12:10:15"
207753,"WebKit","New Bugs","pmatos","RESOLVED","FIXED","2020-02-14 03:21:32","2020-02-16 18:07:14"
207838,"WebKit","CMake","pnormand","RESOLVED","FIXED","2020-02-17 06:16:24","2020-02-20 08:48:27"
208046,"WebKit","Platform","pnormand","RESOLVED","FIXED","2020-02-21 02:05:55","2020-02-24 01:15:16"
203214,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2019-10-21 14:55:49","2020-02-17 10:31:36"
203420,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2019-10-25 09:35:32","2020-02-17 11:52:24"
204320,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2019-11-18 14:55:10","2020-02-18 10:27:08"
207494,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2020-02-10 13:00:30","2020-02-17 10:20:03"
207897,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2020-02-18 10:38:15","2020-02-24 15:19:06"
207977,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2020-02-19 17:10:52","2020-02-20 08:23:05"
208066,"WebKit","WebKit Misc.","pvollan","RESOLVED","FIXED","2020-02-21 10:57:03","2020-02-21 11:23:44"
